Region,State,Area,CRSI,Governance,Risk,Built Environment,Society,Natural Environment
,Texas,Collin,2.168,0.699,0.549,0.678,0.527,0.351
,Texas,Collingsworth,1.058,0.629,0.25,0.168,0.644,0.288
,Texas,Colorado,6.818,0.589,0.095,0.379,0.559,0.403
,Texas,Comal,0.981,0.29,0.38,0.505,0.595,0.313
,Texas,Comanche,4.608,0.679,0.115,0.338,0.433,0.417
,Texas,Concho,3.62,0.719,0.102,0.208,0.502,0.396
,Texas,Cooke,4.78,0.606,0.135,0.471,0.496,0.339
,Texas,Coryell,5.613,0.624,0.143,0.445,0.446,0.497
,Texas,Cottle,0.341,0.688,0.315,0.228,0.387,0.32
,Texas,Crane,1.158,0.563,0.143,0.159,0.435,0.413
,Texas,Crockett,6.122,0.543,0.102,0.304,0.581,0.489
,Texas,Crosby,2.219,0.472,0.147,0.292,0.476,0.397
,Texas,Culberson,0.754,0.67,0.214,0.187,0.456,0.344
,Texas,Dallam,1.14,0.658,0.299,0.258,0.509,0.338
,Texas,Dallas,1.232,0.635,0.844,0.789,0.485,0.236
,Texas,Dawson,2.599,0.591,0.097,0.295,0.463,0.298
,Texas,Deaf Smith,1.506,0.475,0.2,0.304,0.455,0.377
,Texas,Delta,0.881,0.673,0.289,0.227,0.376,0.421
,Texas,Denton,2.632,0.676,0.512,0.711,0.493,0.46
,Texas,DeWitt,4.451,0.517,0.102,0.298,0.475,0.468
,Texas,Dickens,0.061,0.674,0.212,0.091,0.403,0.401
,Texas,Dimmit,5.251,0.466,0.08,0.328,0.475,0.443
,Texas,Donley,1.274,0.73,0.345,0.315,0.527,0.295
,Texas,Duval,1.758,0.548,0.108,0.327,0.275,0.38
,Texas,Eastland,3.25,0.471,0.12,0.354,0.491,0.374
,Texas,Ector,1.459,0.581,0.382,0.507,0.448,0.296
,Texas,Edwards,0.592,0.498,0.118,0.205,0.385,0.341
,Texas,El Paso,2.536,0.637,0.417,0.709,0.443,0.367
,Texas,Ellis,2.991,0.711,0.446,0.716,0.538,0.371
,Texas,Erath,8.733,0.698,0.116,0.452,0.558,0.469
,Texas,Falls,2.417,0.523,0.155,0.326,0.405,0.426
,Texas,Fannin,6.984,0.647,0.115,0.452,0.501,0.428
,Texas,Fayette,6.177,0.451,0.091,0.423,0.584,0.395
,Texas,Fisher,1.176,0.569,0.174,0.183,0.475,0.382
,Texas,Floyd,2.534,0.596,0.238,0.212,0.552,0.553
,Texas,Foard,0.79,0.464,0.096,0.249,0.308,0.364
,Texas,Fort Bend,3.545,0.644,0.411,0.785,0.58,0.42
,Texas,Franklin,0.984,0.718,0.231,0.271,0.393,0.334
,Texas,Freestone,2.167,0.511,0.198,0.406,0.432,0.37
,Texas,Frio,4.964,0.632,0.085,0.335,0.378,0.419
,Texas,Gaines,2.636,0.546,0.135,0.294,0.487,0.37
,Texas,Galveston,1.257,0.61,0.753,0.608,0.472,0.408
,Texas,Garza,0.911,0.469,0.251,0.219,0.52,0.359
,Texas,Gillespie,5.654,0.513,0.132,0.385,0.691,0.436
,Texas,Glasscock,0.417,0.603,0.195,0.162,0.386,0.384
,Texas,Goliad,2.783,0.54,0.126,0.277,0.409,0.452
,Texas,Gonzales,5.614,0.622,0.075,0.356,0.378,0.4
,Texas,Gray,-0.014,0.638,0.262,0.21,0.478,0.202
,Texas,Grayson,5.524,0.615,0.18,0.685,0.512,0.32
,Texas,Gregg,0.785,0.564,0.613,0.396,0.561,0.283
,Texas,Grimes,1.601,0.529,0.237,0.372,0.468,0.328
,Texas,Guadalupe,2.822,0.578,0.253,0.557,0.476,0.331
,Texas,Hale,3.02,0.631,0.252,0.317,0.496,0.563
,Texas,Hall,0.691,0.559,0.235,0.126,0.484,0.408
,Texas,Hamilton,3.915,0.599,0.131,0.311,0.484,0.439
,Texas,Hansford,1.306,0.649,0.262,0.34,0.45,0.299
,Texas,Hardeman,1.224,0.39,0.108,0.235,0.453,0.335
,Texas,Hardin,1.725,0.594,0.357,0.365,0.546,0.403
,Texas,Harris,1.345,0.611,0.758,0.837,0.491,0.192
,Texas,Harrison,2.173,0.605,0.356,0.523,0.432,0.422
,Texas,Hartley,1.316,0.722,0.233,0.319,0.44,0.289
,Texas,Haskell,3.094,0.513,0.119,0.214,0.492,0.482
,Texas,Hays,0.943,0.301,0.454,0.587,0.557,0.31
,Texas,Hemphill,0.609,0.575,0.393,0.251,0.489,0.32
,Texas,Henderson,5.915,0.606,0.141,0.536,0.439,0.441
,Texas,Hidalgo,2.938,0.548,0.485,0.731,0.39,0.767
,Texas,Hill,4.291,0.477,0.136,0.47,0.459,0.436
,Texas,Hockley,3.576,0.684,0.178,0.387,0.519,0.357
,Texas,Hood,2.698,0.588,0.28,0.469,0.535,0.399
,Texas,Hopkins,6.848,0.63,0.104,0.425,0.559,0.367
,Texas,Houston,2.119,0.595,0.273,0.407,0.394,0.453
,Texas,Howard,4.099,0.598,0.146,0.322,0.465,0.502
,Texas,Hudspeth,3.255,0.617,0.08,0.316,0.256,0.438
,Texas,Hunt,2.584,0.568,0.243,0.576,0.384,0.331
,Texas,Hutchinson,1.115,0.629,0.264,0.318,0.486,0.271
,Texas,Irion,1.992,0.712,0.24,0.245,0.433,0.475
,Texas,Jack,2.441,0.672,0.132,0.297,0.423,0.348
,Texas,Jackson,5.51,0.586,0.121,0.337,0.538,0.481
,Texas,Jasper,1.9,0.586,0.371,0.431,0.463,0.465
,Texas,Jeff Davis,1.305,0.386,0.143,0.292,0.318,0.439
,Texas,Jefferson,2.005,0.534,0.53,0.698,0.521,0.449
,Texas,Jim Hogg,1.029,0.606,0.262,0.219,0.47,0.381
,Texas,Jim Wells,3.181,0.572,0.109,0.328,0.392,0.391
,Texas,Johnson,2.782,0.6,0.359,0.595,0.515,0.434
,Texas,Jones,4.895,0.645,0.116,0.266,0.52,0.468
,Texas,Karnes,3.957,0.618,0.098,0.32,0.406,0.398
,Texas,Kaufman,2.182,0.688,0.446,0.547,0.506,0.392
,Texas,Kendall,4.833,0.456,0.144,0.432,0.678,0.423
,Texas,Kenedy,2.512,0.656,0.117,0.304,0.273,0.447
,Texas,Kent,0.166,0.709,0.308,0.214,0.27,0.395
,Texas,Kerr,6.409,0.45,0.098,0.487,0.55,0.412
,Texas,Kimble,4.393,0.496,0.134,0.208,0.747,0.474
,Texas,King,0.943,0.861,0.324,0.215,0.452,0.363
,Texas,Kinney,1.693,0.542,0.097,0.315,0.225,0.416
,Texas,Kleberg,3.41,0.6,0.124,0.314,0.379,0.458
,Texas,Knox,4.216,0.647,0.129,0.338,0.49,0.398
,Texas,La Salle,-0.964,0.629,0.09,0.176,0.292,0.333
,Texas,Lamar,4.756,0.589,0.169,0.481,0.511,0.439
,Texas,Lamb,2.592,0.681,0.157,0.246,0.48,0.406
,Texas,Lampasas,4.618,0.573,0.111,0.336,0.526,0.393
,Texas,Lavaca,6.844,0.568,0.098,0.357,0.618,0.414
,Texas,Lee,4.309,0.6,0.101,0.337,0.519,0.328
,Texas,Leon,4.069,0.625,0.146,0.434,0.457,0.363
,Texas,Liberty,2.381,0.568,0.316,0.508,0.467,0.428
,Texas,Limestone,3.567,0.637,0.176,0.398,0.468,0.408
,Texas,Lipscomb,1.241,0.774,0.334,0.332,0.375,0.371
,Texas,Live Oak,7.268,0.56,0.094,0.384,0.547,0.458
,Texas,Llano,5.349,0.576,0.101,0.381,0.482,0.396
,Texas,Loving,1.779,0.787,0.092,0.223,0.308,0.411
,Texas,Lubbock,1.818,0.545,0.492,0.599,0.495,0.437
,Texas,Lynn,3.234,0.711,0.207,0.34,0.448,0.469
,Texas,Madison,1.661,0.645,0.148,0.243,0.442,0.352
,Texas,Marion,0.781,0.431,0.249,0.256,0.341,0.447
,Texas,Martin,1.494,0.543,0.157,0.227,0.528,0.321
,Texas,Mason,3.04,0.394,0.13,0.323,0.592,0.4
,Texas,Matagorda,2.677,0.545,0.256,0.44,0.431,0.503
,Texas,Maverick,3.521,0.677,0.143,0.446,0.269,0.419
,Texas,McCulloch,3.778,0.558,0.098,0.275,0.414,0.456
,Texas,McLennan,3.588,0.539,0.326,0.691,0.534,0.521
,Texas,McMullen,-0.695,0.624,0.11,0.213,0.233,0.347
,Texas,Medina,4.297,0.423,0.121,0.49,0.491,0.388
,Texas,Menard,1.54,0.523,0.191,0.209,0.528,0.394
,Texas,Midland,1.66,0.623,0.314,0.461,0.443,0.299
,Texas,Milam,3.343,0.505,0.128,0.4,0.458,0.357
,Texas,Mills,2.185,0.506,0.178,0.323,0.456,0.412
,Texas,Mitchell,2.219,0.558,0.134,0.257,0.439,0.4
,Texas,Montague,2.572,0.575,0.142,0.32,0.422,0.388
,Texas,Montgomery,1.539,0.614,0.59,0.644,0.496,0.32
,Texas,Moore,1.442,0.584,0.357,0.423,0.423,0.376
,Texas,Morris,0.852,0.627,0.271,0.231,0.446,0.357
,Texas,Motley,0.398,0.547,0.245,0.187,0.412,0.354
,Texas,Nacogdoches,3.253,0.519,0.157,0.425,0.413,0.424
,Texas,Navarro,2.113,0.636,0.324,0.498,0.434,0.364
,Texas,Newton,0.86,0.556,0.272,0.262,0.357,0.415
,Texas,Nolan,2.486,0.458,0.152,0.407,0.455,0.344
,Texas,Nueces,2.518,0.639,0.465,0.699,0.477,0.419
,Texas,Ochiltree,1.168,0.623,0.289,0.283,0.451,0.367
,Texas,Oldham,0.684,0.86,0.328,0.278,0.382,0.313
,Texas,Orange,0.848,0.501,0.624,0.446,0.458,0.394
,Texas,Palo Pinto,3.404,0.611,0.171,0.455,0.411,0.378
,Texas,Panola,2.427,0.512,0.186,0.395,0.378,0.443
,Texas,Parker,4.123,0.647,0.253,0.63,0.528,0.366
,Texas,Parmer,3.377,0.651,0.174,0.342,0.412,0.48
,Texas,Pecos,4.72,0.59,0.157,0.502,0.512,0.372
,Texas,Polk,1.733,0.558,0.336,0.481,0.322,0.459
,Texas,Potter,1.5,0.471,0.477,0.482,0.607,0.424
,Texas,Presidio,4.401,0.596,0.098,0.343,0.337,0.466
,Texas,Rains,3.426,0.61,0.139,0.355,0.53,0.322
,Texas,Randall,1.625,0.593,0.474,0.408,0.594,0.425
,Texas,Reagan,1.49,0.559,0.188,0.196,0.525,0.385
,Texas,Real,2.888,0.609,0.086,0.199,0.407,0.439
,Texas,Red River,1.089,0.639,0.262,0.298,0.359,0.385
,Texas,Reeves,2.043,0.605,0.11,0.292,0.425,0.308
,Texas,Refugio,3.961,0.631,0.116,0.266,0.443,0.468
,Texas,Roberts,0.382,0.689,0.349,0.187,0.47,0.314
,Texas,Robertson,2.598,0.6,0.173,0.355,0.405,0.41
,Texas,Rockwall,1.656,0.706,0.476,0.333,0.609,0.42
,Texas,Runnels,2.629,0.684,0.231,0.22,0.546,0.5
,Texas,Rusk,2.966,0.586,0.209,0.507,0.407,0.368
,Texas,Sabine,2.456,0.464,0.127,0.327,0.305,0.49
,Texas,San Augustine,1.39,0.421,0.132,0.205,0.344,0.494
,Texas,San Jacinto,1.294,0.542,0.263,0.275,0.347,0.493
,Texas,San Patricio,3.86,0.615,0.189,0.489,0.402,0.444
,Texas,San Saba,2.593,0.626,0.161,0.188,0.625,0.382
,Texas,Schleicher,2.54,0.458,0.113,0.229,0.497,0.423
,Texas,Scurry,2.706,0.674,0.149,0.324,0.413,0.375
,Texas,Shackelford,1.336,0.718,0.247,0.292,0.336,0.415
,Texas,Shelby,1.991,0.565,0.144,0.34,0.287,0.422
,Texas,Sherman,0.74,0.625,0.244,0.239,0.444,0.317
,Texas,Smith,2.703,0.59,0.366,0.63,0.532,0.387
,Texas,Somervell,2.255,0.37,0.175,0.341,0.529,0.455
,Texas,Starr,4.902,0.581,0.174,0.473,0.193,0.745
,Texas,Stephens,0.471,0.447,0.262,0.188,0.465,0.351
,Texas,Sterling,3.273,0.683,0.17,0.244,0.611,0.392
,Texas,Stonewall,0.292,0.49,0.291,0.048,0.554,0.389
,Texas,Sutton,1.267,0.4,0.23,0.225,0.591,0.393
,Texas,Swisher,2.365,0.637,0.208,0.251,0.382,0.55
,Texas,Tarrant,1.406,0.633,0.683,0.717,0.497,0.255
,Texas,Taylor,2.963,0.633,0.312,0.559,0.511,0.394
Region 7,Iowa,Iowa,5.263,0.704,0.21,0.382,0.653,0.419
,Iowa,Adair,5.225,0.786,0.229,0.421,0.69,0.423
,Iowa,Adams,1.628,0.79,0.303,0.206,0.647,0.327
,Iowa,Allamakee,6.77,0.711,0.131,0.369,0.678,0.378
,Iowa,Appanoose,3.713,0.686,0.164,0.306,0.562,0.395
,Iowa,Audubon,4.278,0.735,0.202,0.255,0.788,0.387
,Iowa,Benton,7.419,0.721,0.158,0.481,0.7,0.393
,Iowa,Black Hawk,2.088,0.708,0.486,0.527,0.561,0.376
,Iowa,Boone,4.68,0.645,0.171,0.364,0.636,0.414
,Iowa,Bremer,9.923,0.735,0.149,0.434,0.792,0.526
,Iowa,Buchanan,5.753,0.679,0.185,0.437,0.675,0.435
,Iowa,Buena Vista,7.584,0.752,0.147,0.425,0.614,0.465
,Iowa,Butler,6.096,0.721,0.202,0.398,0.736,0.488
,Iowa,Calhoun,3.035,0.726,0.271,0.324,0.666,0.392
,Iowa,Carroll,6.262,0.686,0.17,0.439,0.8,0.331
,Iowa,Cass,6.089,0.657,0.191,0.384,0.843,0.445
,Iowa,Cedar,8.664,0.717,0.146,0.441,0.677,0.511
,Iowa,Cerro Gordo,4.168,0.653,0.217,0.423,0.618,0.424
,Iowa,Cherokee,9.518,0.678,0.101,0.319,0.83,0.38
,Iowa,Chickasaw,13.918,0.717,0.092,0.376,0.777,0.513
,Iowa,Clarke,3.006,0.596,0.177,0.297,0.547,0.418
,Iowa,Clay,6.025,0.635,0.188,0.379,0.801,0.487
,Iowa,Clayton,11.687,0.718,0.113,0.477,0.781,0.417
,Iowa,Clinton,4.947,0.743,0.217,0.439,0.565,0.473
,Iowa,Crawford,5.054,0.663,0.146,0.418,0.607,0.327
,Iowa,Dallas,3.339,0.766,0.399,0.532,0.586,0.477
,Iowa,Davis,2.076,0.697,0.201,0.29,0.46,0.375
,Iowa,Decatur,2.984,0.724,0.182,0.291,0.509,0.396
,Iowa,Delaware,3.677,0.687,0.297,0.43,0.771,0.378
,Iowa,Des Moines,3.001,0.705,0.282,0.336,0.561,0.489
,Iowa,Dickinson,6.185,0.654,0.186,0.431,0.721,0.485
,Iowa,Dubuque,3.285,0.671,0.322,0.494,0.684,0.372
,Iowa,Emmet,5.979,0.673,0.151,0.302,0.688,0.483
,Iowa,Fayette,11.248,0.685,0.096,0.362,0.73,0.479
,Iowa,Floyd,6.656,0.693,0.132,0.385,0.635,0.405
,Iowa,Franklin,3.991,0.712,0.198,0.312,0.641,0.415
,Iowa,Fremont,3.682,0.775,0.258,0.253,0.728,0.456
,Iowa,Greene,5.692,0.723,0.17,0.353,0.739,0.386
,Iowa,Grundy,8.028,0.764,0.156,0.379,0.732,0.486
,Iowa,Guthrie,4.664,0.707,0.189,0.39,0.625,0.397
,Iowa,Hamilton,3.703,0.663,0.173,0.39,0.578,0.322
,Iowa,Hancock,7.334,0.724,0.131,0.321,0.674,0.468
,Iowa,Hardin,5.135,0.675,0.188,0.403,0.683,0.413
,Iowa,Harrison,3.509,0.79,0.263,0.332,0.677,0.387
,Iowa,Henry,7.179,0.76,0.156,0.395,0.599,0.504
,Iowa,Howard,8.467,0.72,0.115,0.312,0.673,0.486
,Iowa,Humboldt,3.489,0.683,0.153,0.328,0.542,0.343
,Iowa,Ida,8.366,0.736,0.105,0.287,0.748,0.389
,Iowa,Iowa,5.631,0.706,0.188,0.417,0.675,0.43
,Iowa,Jackson,3.958,0.698,0.233,0.428,0.614,0.396
,Iowa,Jasper,3.825,0.666,0.2,0.424,0.565,0.369
,Iowa,Jefferson,3.401,0.658,0.189,0.271,0.63,0.413
,Iowa,Johnson,3.598,0.681,0.332,0.55,0.548,0.493
,Iowa,Jones,4.844,0.705,0.204,0.366,0.719,0.412
,Iowa,Keokuk,5.122,0.723,0.167,0.34,0.6,0.446
,Iowa,Kossuth,8.941,0.712,0.142,0.459,0.745,0.447
,Iowa,Lee,3.816,0.662,0.256,0.401,0.624,0.481
,Iowa,Linn,1.863,0.692,0.75,0.681,0.623,0.398
,Iowa,Louisa,4.685,0.721,0.19,0.322,0.57,0.511
,Iowa,Lucas,2.074,0.696,0.177,0.258,0.472,0.371
,Iowa,Lyon,7.903,0.731,0.131,0.364,0.74,0.403
,Iowa,Madison,5.13,0.731,0.205,0.375,0.694,0.438
,Iowa,Mahaska,5.443,0.712,0.17,0.337,0.63,0.472
,Iowa,Marion,4.977,0.606,0.185,0.428,0.706,0.404
,Iowa,Marshall,4.005,0.69,0.181,0.417,0.532,0.364
,Iowa,Mills,4.233,0.758,0.23,0.401,0.649,0.382
,Iowa,Mitchell,8.104,0.728,0.14,0.355,0.735,0.475
,Iowa,Monona,4.388,0.694,0.157,0.305,0.583,0.422
,Iowa,Monroe,2.814,0.684,0.222,0.284,0.629,0.373
,Iowa,Montgomery,2.717,0.584,0.172,0.215,0.646,0.39
,Iowa,Muscatine,3.346,0.65,0.243,0.365,0.546,0.49
,Iowa,O'Brien,8.334,0.663,0.123,0.38,0.712,0.463
,Iowa,Osceola,4.57,0.682,0.236,0.39,0.716,0.462
,Iowa,Page,5.157,0.622,0.128,0.292,0.634,0.422
,Iowa,Palo Alto,6.431,0.744,0.158,0.375,0.697,0.406
,Iowa,Plymouth,9.143,0.715,0.114,0.467,0.722,0.323
,Iowa,Pocahontas,3.096,0.723,0.313,0.302,0.69,0.479
,Iowa,Polk,1.733,0.657,0.746,0.715,0.581,0.375
,Iowa,Pottawattamie,3.993,0.725,0.246,0.53,0.54,0.359
,Iowa,Poweshiek,5.775,0.678,0.177,0.436,0.702,0.391
,Iowa,Ringgold,1.737,0.717,0.36,0.228,0.664,0.39
,Iowa,Sac,3.558,0.759,0.262,0.335,0.697,0.393
,Iowa,Scott,1.745,0.627,0.477,0.472,0.567,0.389
,Iowa,Shelby,9.977,0.727,0.108,0.368,0.784,0.391
,Iowa,Sioux,6.45,0.675,0.194,0.484,0.831,0.378
,Iowa,Story,3.478,0.708,0.311,0.587,0.53,0.376
,Iowa,Tama,4.247,0.738,0.177,0.369,0.523,0.409
,Iowa,Taylor,1.137,0.741,0.292,0.174,0.539,0.376
,Iowa,Union,3.125,0.64,0.221,0.289,0.705,0.375
,Iowa,Van Buren,4.164,0.798,0.172,0.34,0.461,0.442
,Iowa,Wapello,1.991,0.642,0.265,0.347,0.498,0.374
,Iowa,Warren,4.842,0.645,0.2,0.435,0.62,0.458
,Iowa,Washington,10.068,0.768,0.131,0.42,0.74,0.464
,Iowa,Wayne,1.801,0.717,0.261,0.256,0.522,0.386
,Iowa,Webster,4.654,0.718,0.203,0.423,0.62,0.396
,Iowa,Winnebago,7.573,0.744,0.145,0.331,0.767,0.442
,Iowa,Winneshiek,11.567,0.67,0.093,0.403,0.776,0.41
,Iowa,Woodbury,4.907,0.77,0.232,0.563,0.579,0.342
,Iowa,Worth,5.903,0.78,0.157,0.339,0.573,0.471
,Iowa,Wright,5.833,0.73,0.143,0.325,0.639,0.416
,Kansas,Kansas,4.594,0.698,0.195,0.332,0.651,0.369
,Kansas,Allen,6.363,0.67,0.126,0.355,0.614,0.425
,Kansas,Anderson,8.097,0.718,0.125,0.298,0.802,0.425
,Kansas,Atchison,5.877,0.6,0.106,0.328,0.584,0.412
,Kansas,Barber,3.689,0.689,0.137,0.258,0.656,0.308
,Kansas,Barton,2.752,0.69,0.334,0.425,0.684,0.347
,Kansas,Bourbon,4.195,0.699,0.185,0.275,0.647,0.451
,Kansas,Brown,10.405,0.85,0.13,0.338,0.742,0.502
,Kansas,Butler,5.826,0.651,0.214,0.611,0.639,0.419
,Kansas,Chase,2.427,0.762,0.226,0.273,0.506,0.406
,Kansas,Chautauqua,2.762,0.754,0.155,0.15,0.685,0.335
,Kansas,Cherokee,3.056,0.558,0.222,0.368,0.568,0.455
,Kansas,Cheyenne,4.606,0.851,0.163,0.296,0.627,0.349
,Kansas,Clark,2.315,0.669,0.2,0.306,0.555,0.319
,Kansas,Clay,7.463,0.637,0.102,0.276,0.748,0.4
,Kansas,Cloud,6.558,0.68,0.107,0.305,0.751,0.304
,Kansas,Coffey,9.115,0.817,0.134,0.405,0.777,0.363
,Kansas,Comanche,3.907,0.775,0.137,0.245,0.541,0.397
,Kansas,Cowley,3.245,0.631,0.182,0.427,0.5,0.333
,Kansas,Crawford,4.833,0.592,0.174,0.468,0.554,0.441
,Kansas,Decatur,4.265,0.669,0.141,0.222,0.704,0.377
,Kansas,Dickinson,7.469,0.67,0.132,0.397,0.721,0.406
,Kansas,Doniphan,9.177,0.811,0.103,0.332,0.61,0.438
,Kansas,Douglas,3.609,0.6,0.254,0.514,0.545,0.443
,Kansas,Edwards,1.797,0.681,0.211,0.152,0.633,0.369
,Kansas,Elk,1.464,0.787,0.213,0.275,0.421,0.34
,Kansas,Ellis,3.994,0.568,0.181,0.422,0.734,0.288
,Kansas,Ellsworth,6.656,0.75,0.154,0.335,0.744,0.411
,Kansas,Finney,4.658,0.653,0.154,0.429,0.632,0.29
,Kansas,Ford,5.126,0.71,0.186,0.429,0.569,0.44
,Kansas,Franklin,6.232,0.629,0.129,0.393,0.634,0.402
,Kansas,Geary,3.437,0.756,0.197,0.365,0.47,0.407
,Kansas,Gove,4.817,0.756,0.181,0.325,0.812,0.282
,Kansas,Graham,2.483,0.707,0.245,0.196,0.704,0.389
,Kansas,Grant,1.936,0.826,0.254,0.242,0.597,0.316
,Kansas,Gray,3.893,0.731,0.203,0.382,0.68,0.297
,Kansas,Greeley,0.625,0.704,0.139,0.213,0.418,0.299
,Kansas,Greenwood,3.665,0.738,0.141,0.233,0.639,0.336
,Kansas,Hamilton,2.314,0.67,0.104,0.24,0.405,0.375
,Kansas,Harper,2.518,0.723,0.234,0.278,0.591,0.371
,Kansas,Harvey,5.831,0.632,0.157,0.413,0.666,0.422
,Kansas,Haskell,3.616,0.83,0.201,0.26,0.612,0.4
,Kansas,Hodgeman,1.327,0.654,0.282,0.266,0.517,0.345
,Kansas,Jackson,7.41,0.719,0.142,0.391,0.76,0.377
,Kansas,Jefferson,8.296,0.691,0.131,0.44,0.67,0.441
,Kansas,Jewell,1.16,0.6,0.383,0.22,0.68,0.332
,Kansas,Johnson,1.354,0.675,0.67,0.528,0.589,0.317
,Kansas,Kearny,5.831,0.844,0.171,0.283,0.726,0.409
,Kansas,Kingman,5.428,0.733,0.164,0.317,0.712,0.396
,Kansas,Kiowa,2.508,0.646,0.293,0.33,0.748,0.32
,Kansas,Labette,2.702,0.636,0.283,0.361,0.572,0.454
,Kansas,Lane,2.441,0.794,0.187,0.237,0.563,0.341
,Kansas,Leavenworth,3.229,0.698,0.269,0.437,0.575,0.387
,Kansas,Lincoln,4.708,0.678,0.105,0.216,0.716,0.305
,Kansas,Linn,6.039,0.704,0.194,0.425,0.66,0.504
,Kansas,Logan,5.799,0.662,0.124,0.239,0.868,0.302
,Kansas,Lyon,6.409,0.658,0.135,0.449,0.543,0.428
,Kansas,Marion,8.371,0.743,0.126,0.333,0.731,0.447
,Kansas,Marshall,12.238,0.758,0.082,0.33,0.819,0.342
,Kansas,McPherson,6.926,0.621,0.162,0.488,0.771,0.402
,Kansas,Meade,3.233,0.698,0.281,0.341,0.75,0.375
,Kansas,Miami,10.175,0.696,0.12,0.493,0.733,0.406
,Kansas,Mitchell,3.272,0.696,0.225,0.304,0.718,0.34
,Kansas,Montgomery,4.483,0.645,0.177,0.419,0.526,0.438
,Kansas,Morris,5.363,0.697,0.153,0.304,0.715,0.39
,Kansas,Morton,1.778,0.617,0.172,0.249,0.434,0.398
,Kansas,Nemaha,9.777,0.681,0.113,0.38,0.859,0.377
,Kansas,Neosho,6.13,0.601,0.14,0.383,0.676,0.439
,Kansas,Ness,2.86,0.726,0.188,0.23,0.558,0.42
,Kansas,Norton,2.5,0.686,0.259,0.271,0.728,0.323
,Kansas,Osage,6.423,0.709,0.134,0.41,0.58,0.4
,Kansas,Osborne,2.731,0.759,0.216,0.215,0.688,0.346
,Kansas,Ottawa,11.483,0.787,0.101,0.324,0.838,0.394
,Kansas,Pawnee,2.831,0.522,0.161,0.244,0.69,0.354
,Kansas,Phillips,3.888,0.743,0.226,0.302,0.787,0.337
,Kansas,Pottawatomie,9.454,0.73,0.124,0.478,0.739,0.358
,Kansas,Pratt,2.532,0.742,0.314,0.311,0.719,0.338
,Kansas,Rawlins,2.903,0.678,0.129,0.211,0.672,0.273
,Kansas,Reno,4.696,0.77,0.246,0.466,0.679,0.375
,Kansas,Republic,3.982,0.754,0.182,0.29,0.705,0.327
,Kansas,Rice,4.229,0.73,0.168,0.326,0.585,0.388
,Kansas,Riley,3.611,0.683,0.225,0.437,0.508,0.417
,Kansas,Rooks,3.003,0.704,0.232,0.283,0.705,0.346
,Kansas,Rush,3.069,0.584,0.204,0.351,0.679,0.325
,Kansas,Russell,3.278,0.674,0.136,0.272,0.564,0.337
,Kansas,Saline,7.297,0.766,0.172,0.449,0.67,0.458
,Kansas,Scott,4.089,0.572,0.144,0.269,0.761,0.332
,Kansas,Sedgwick,1.459,0.604,0.795,0.714,0.559,0.372
,Kansas,Seward,1.377,0.522,0.241,0.373,0.509,0.262
,Kansas,Shawnee,2.335,0.628,0.358,0.447,0.61,0.382
,Kansas,Sheridan,2.996,0.74,0.188,0.274,0.71,0.259
,Kansas,Sherman,4.047,0.734,0.178,0.277,0.72,0.336
,Kansas,Smith,2.155,0.718,0.257,0.221,0.689,0.337
,Kansas,Stafford,1.674,0.716,0.205,0.227,0.604,0.279
,Kansas,Stanton,3.661,0.664,0.097,0.253,0.5,0.358
,Kansas,Stevens,2.249,0.677,0.106,0.268,0.498,0.267
,Kansas,Sumner,5.097,0.647,0.193,0.467,0.65,0.404
,Kansas,Thomas,5.368,0.651,0.166,0.389,0.76,0.342
,Kansas,Trego,2.723,0.689,0.289,0.257,0.791,0.367
,Kansas,Wabaunsee,12.348,0.809,0.107,0.418,0.828,0.361
,Kansas,Wallace,1.208,0.687,0.175,0.224,0.519,0.282
,Kansas,Washington,9.922,0.708,0.096,0.31,0.805,0.379
,Kansas,Wichita,7.151,0.856,0.092,0.23,0.664,0.344
,Kansas,Wilson,6.477,0.719,0.135,0.283,0.735,0.414
,Kansas,Woodson,1.478,0.83,0.214,0.135,0.581,0.358
,Kansas,Wyandotte,0.32,0.654,0.653,0.294,0.454,0.262
,Missouri,Missouri,4.396,0.626,0.206,0.399,0.53,0.389
,Missouri,Adair,6.492,0.622,0.113,0.404,0.488,0.466
,Missouri,Andrew,7.454,0.739,0.116,0.379,0.551,0.435
,Missouri,Atchison,7.979,0.706,0.089,0.326,0.585,0.401
,Missouri,Audrain,8.086,0.592,0.108,0.456,0.623,0.422
,Missouri,Barry,2.697,0.508,0.208,0.466,0.489,0.366
,Missouri,Barton,2.694,0.648,0.246,0.35,0.545,0.414
,Missouri,Bates,5.285,0.703,0.161,0.407,0.478,0.483
,Missouri,Benton,4.953,0.519,0.147,0.44,0.517,0.494
,Missouri,Bollinger,2.108,0.612,0.179,0.327,0.467,0.336
,Missouri,Boone,2.924,0.691,0.36,0.596,0.501,0.387
,Missouri,Buchanan,3.561,0.673,0.199,0.362,0.53,0.426
,Missouri,Butler,2.165,0.46,0.248,0.441,0.511,0.401
,Missouri,Caldwell,9.203,0.724,0.081,0.333,0.554,0.428
,Missouri,Callaway,7.77,0.72,0.137,0.574,0.552,0.351
,Missouri,Camden,3.593,0.587,0.206,0.533,0.584,0.282
,Missouri,Cape Girardeau,2.423,0.504,0.338,0.54,0.664,0.358
,Missouri,Carroll,6.187,0.699,0.104,0.333,0.579,0.365
